image,MEL,NV,BCC,AK,BKL,DF,VASC,SCC,UNK
ISIC_0054916,0.0078525981,0.9906820059,0.0000370992,0.0000000022,0.0000000163,0.0005979644,0.0008303422,0.0000000000,0.0000000000
ISIC_0058838,0.0141108604,0.5512340665,0.3846721053,0.0484865345,0.0004070060,0.0000000099,0.0000000000,0.0010894649,0.0000000000
ISIC_0035798,0.0000000171,0.1179192960,0.8820775747,0.0000000000,0.0000027171,0.0000000000,0.0000004271,0.0000000000,0.0000000000
ISIC_0072328,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000035,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0034377,0.0000000485,0.8825176954,0.0417617112,0.0000113610,0.0757058188,0.0000000000,0.0000033080,0.0000000124,0.0000000000
ISIC_0034495,0.9999867678,0.0000000000,0.0000000058,0.0000055037,0.0000076958,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0034509,0.0067074611,0.2369602770,0.0000002451,0.0000005697,0.7563311458,0.0000000000,0.0000003223,0.0000000000,0.0000000000
ISIC_0071428,0.0000423422,0.9997346997,0.0000321625,0.0000000000,0.0001907915,0.0000000000,0.0000000001,0.0000000000,0.0000000000
ISIC_0035381,0.2046754807,0.0046051797,0.0190265551,0.0002690621,0.7713479400,0.0000000000,0.0000001361,0.0000755993,0.0000000000
ISIC_0054372,0.0152562652,0.0000000023,0.0035543919,0.8985583186,0.0805973783,0.0000000007,0.0000002467,0.0020334441,0.0000000000
ISIC_0070397,0.0000000010,0.8471945524,0.1523224115,0.0000000000,0.0000021901,0.0000000000,0.0004807854,0.0000000000,0.0000000000
ISIC_0064745,0.0016747073,0.3829502463,0.0000186390,0.0000000000,0.0008808409,0.0000000166,0.6144756079,0.0000000000,0.0000000000
ISIC_0035645,0.0001131923,0.0000153831,0.1034509912,0.0029367406,0.0002742076,0.0000000000,0.8932094574,0.0000000000,0.0000000000
ISIC_0070109,0.0000018885,0.0006521386,0.0142310495,0.9767858982,0.0083288578,0.0000000154,0.0000000707,0.0000000007,0.0000000000
ISIC_0058290,0.0093337959,0.9906444550,0.0000000000,0.0000000000,0.0000217757,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0035764,0.7629176974,0.0980444923,0.0004808659,0.0001718578,0.1376291513,0.0000000002,0.0000001711,0.0007557183,0.0000000001
ISIC_0062773,0.1510875970,0.4780745506,0.3607577085,0.0001935098,0.0022673665,0.0000023185,0.0076169516,0.0000000000,0.0000000000
ISIC_0068690,0.0161548890,0.9359577894,0.0000387121,0.0000000031,0.0478266366,0.0000003943,0.0000214796,0.0000000037,0.0000000000
ISIC_0035901,0.0010117318,0.0041076923,0.0239134524,0.0000142502,0.9709082842,0.0000000000,0.0000447058,0.0000000000,0.0000000000
ISIC_0068022,0.9852061868,0.0146817826,0.0001062357,0.0000000000,0.0000055590,0.0000000000,0.0000002928,0.0000000000,0.0000000000
ISIC_0035687,0.9813416004,0.0000000001,0.0000001829,0.0186566859,0.0000013675,0.0000000000,0.0000000000,0.0000000797,0.0000000000
ISIC_0067880,0.0002064798,0.9997935891,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000003,0.0000000000,0.0000000000
ISIC_0035125,0.0000050137,0.9955548644,0.0000008487,0.0000000006,0.0044392911,0.0000000000,0.0000000031,0.0000000000,0.0000000000
ISIC_0054830,0.0335597135,0.0229952838,0.1293952316,0.0213566106,0.0542743206,0.0000000001,0.0001879892,0.7382308841,0.0000000000
ISIC_0057124,0.0199569818,0.0000016445,0.0000032136,0.0000000362,0.9740805030,0.0000000003,0.0000518400,0.0059057730,0.0000000000
ISIC_0063162,0.0000406242,0.0000000080,0.0000000023,0.0000000000,0.9999593496,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0035711,0.0000396401,0.0000001842,0.3615582883,0.0032624418,0.0000976133,0.0000000000,0.0000000000,0.6350418925,0.0000000000
ISIC_0072769,0.0000000455,0.0000000062,0.0000000068,0.9999709129,0.0000290722,0.0000000000,0.0000000000,0.0000000108,0.0000000000
ISIC_0054261,0.0000121239,0.0019233106,0.0000234337,0.9976791739,0.0003615766,0.0000000000,0.0000000140,0.0000005271,0.0000000000
ISIC_0068960,0.0000485023,0.0000000057,0.0015615630,0.0026939928,0.0246797632,0.0000000000,0.9709512591,0.0000648973,0.0000000000
ISIC_0070185,0.0000000005,0.0006907480,0.9993090630,0.0000000000,0.0000000777,0.0000000000,0.0000000000,0.0000000098,0.0000000000
ISIC_0064571,0.9196849465,0.0757890716,0.0000199978,0.0000000389,0.0045058355,0.0000000000,0.0000000001,0.0000001593,0.0000000000
ISIC_0070031,0.0364123732,0.9621525407,0.0000000000,0.0000000000,0.0014350659,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0058936,0.3007607162,0.0370796509,0.0000001460,0.0000000014,0.5978244543,0.0000000118,0.0000049247,0.0643301308,0.0000000011
ISIC_0035060,0.0363306440,0.0003178202,0.2116521150,0.0587785617,0.0007125505,0.0000000000,0.0000000003,0.6922082901,0.0000000000
ISIC_0053747,0.0007376391,0.5342023969,0.0000000695,0.0000000013,0.4650599360,0.0000000000,0.0000000000,0.0000000052,0.0000000000
ISIC_0054806,0.0693364516,0.7987183928,0.0077184471,0.0000069860,0.1242040768,0.0000050070,0.0000106140,0.0000000014,0.0000000000
ISIC_0055145,0.0002427138,0.9977163076,0.0000000010,0.0000000000,0.0020409438,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0055582,0.1235975102,0.0018573751,0.8630051017,0.0012781413,0.0090955514,0.0000003501,0.0011660127,0.0000000041,0.0000000000
ISIC_0070801,0.8815277219,0.1156527475,0.0000035201,0.0000043819,0.0026821308,0.0000000000,0.0001294923,0.0000000033,0.0000000000
ISIC_0071167,0.0000768319,0.0006293953,0.0414344482,0.0135290874,0.9443222284,0.0000004401,0.0000003456,0.0000071497,0.0000000000
ISIC_0072442,0.0000112545,0.0014119489,0.9983657002,0.0001120063,0.0000986936,0.0000003660,0.0000000119,0.0000000000,0.0000000000
ISIC_0064842,0.0000000000,0.0000000326,0.9998550415,0.0001183753,0.0000266193,0.0000000000,0.0000000000,0.0000000013,0.0000000000
ISIC_0067950,0.0000069469,0.0068332283,0.0000031532,0.9926031232,0.0005535899,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0073211,0.0266918838,0.9730871916,0.0000000000,0.0000000000,0.0002209644,0.0000000000,0.0000000030,0.0000000009,0.0000000000
ISIC_0072956,0.0008701473,0.9920383692,0.0002851459,0.0000000000,0.0067546922,0.0000000000,0.0000516737,0.0000000150,0.0000000000
ISIC_0035631,0.9797179699,0.0155751165,0.0001050262,0.0000029510,0.0045988616,0.0000000660,0.0000000000,0.0000000015,0.0000000000
ISIC_0062316,0.8033912182,0.1963291913,0.0002332475,0.0000000005,0.0000076555,0.0000208655,0.0000177646,0.0000000000,0.0000000000
ISIC_0056013,0.0001226024,0.9998773336,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0071714,0.0957348049,0.0000011614,0.8931760192,0.0058065164,0.0019150553,0.0000000000,0.0000000014,0.0033665060,0.0000000000
ISIC_0061561,0.0000609828,0.9302276969,0.0484683514,0.0000001678,0.0208279956,0.0000000000,0.0004147608,0.0000000000,0.0000000000
ISIC_0069662,0.0006315119,0.0000045703,0.9993351102,0.0000093495,0.0000194442,0.0000000000,0.0000000000,0.0000000152,0.0000000000
ISIC_0054301,0.0008228503,0.9988588095,0.0000008931,0.0000000002,0.0003174236,0.0000000004,0.0000000017,0.0000000000,0.0000000000
ISIC_0063770,0.0000108434,0.0000451241,0.3108802140,0.4482876062,0.2407761663,0.0000000000,0.0000000003,0.0000000640,0.0000000000
ISIC_0055152,0.0000000469,0.9997730851,0.0001233744,0.0000000000,0.0000000018,0.0000000000,0.0001035573,0.0000000000,0.0000000000
ISIC_0034882,0.0000584799,0.9853766561,0.0000023281,0.0000000000,0.0000015188,0.0000000000,0.0145610543,0.0000000000,0.0000000000
ISIC_0071161,0.0000083919,0.3189025521,0.6750963926,0.0032436100,0.0027474444,0.0000000000,0.0000000003,0.0000016286,0.0000000000
ISIC_0035115,0.0011982976,0.9984999895,0.0000429264,0.0000047272,0.0002422631,0.0000000000,0.0000117530,0.0000000415,0.0000000000
ISIC_0056633,0.6457387209,0.0000000028,0.0206804331,0.0026488404,0.2673502862,0.0000000000,0.0000025524,0.0635790676,0.0000000000
ISIC_0034623,0.0732930675,0.0000499499,0.1898491383,0.0118631339,0.0680025145,0.0002440592,0.0008089727,0.6558890939,0.0000000004
ISIC_0068912,0.0014160830,0.9189144373,0.0049991822,0.0000000356,0.0746694207,0.0000005168,0.0000003095,0.0000000000,0.0000000000
ISIC_0060174,0.0156464521,0.0031859684,0.0010032420,0.0000001256,0.9801642299,0.0000000000,0.0000000000,0.0000000001,0.0000000000
ISIC_0068588,0.0000000001,0.0000017211,0.0000000000,0.0000000000,0.9999983311,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0067879,0.8406340480,0.0098128682,0.0515465811,0.0000000204,0.0980010033,0.0000000002,0.0000054506,0.0000000006,0.0000000000
ISIC_0056777,0.0003759497,0.0000107614,0.0000000041,0.0000001713,0.9989144802,0.0000000000,0.0006986483,0.0000000000,0.0000000000
ISIC_0061017,0.0033999290,0.9779846072,0.0000586546,0.0014665173,0.0170903020,0.0000000000,0.0000000002,0.0000000000,0.0000000000
ISIC_0054388,0.0037899441,0.0116711669,0.9697964191,0.0122298189,0.0024781330,0.0000000000,0.0000000000,0.0000344795,0.0000000000
ISIC_0068784,0.0000057811,0.2010505944,0.0000005302,0.0000000000,0.7989430428,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0063215,0.9615819454,0.0000020429,0.0000000054,0.0000000000,0.0383813418,0.0000005096,0.0000341619,0.0000000000,0.0000000000
ISIC_0067591,0.0005811936,0.0000004777,0.0210529473,0.0000318909,0.9783126116,0.0000000000,0.0000195823,0.0000013318,0.0000000000
ISIC_0067968,0.0000146489,0.9994619489,0.0001510716,0.0000140304,0.0003582670,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0067503,0.4546271265,0.0019459658,0.3181302845,0.2035868764,0.0003569384,0.0000000000,0.0000000002,0.0213527940,0.0000000000
ISIC_0035644,0.0027494335,0.0158474576,0.6422727108,0.0000000116,0.3391294479,0.0000000000,0.0000007278,0.0000001428,0.0000000000
ISIC_0061090,0.0000709659,0.9997976422,0.0000000242,0.0000000000,0.0001237648,0.0000000000,0.0000075823,0.0000000000,0.0000000000
ISIC_0062808,0.0000036262,0.0000000021,0.0267275367,0.9727807045,0.0000558238,0.0000000000,0.0000000000,0.0004323729,0.0000000000
ISIC_0067413,0.0003579265,0.9996420145,0.0000000000,0.0000000000,0.0000000010,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0061449,0.0266950484,0.3750156462,0.0002182771,0.0000000000,0.5979639888,0.0000000000,0.0000015085,0.0001055379,0.0000000000
ISIC_0069359,0.0004243354,0.9795382619,0.0016107593,0.0000051075,0.0184214581,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0058912,0.3156467676,0.0000000271,0.6830459237,0.0012199746,0.0000872567,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0055824,0.0003068411,0.0114051132,0.9666433334,0.0000028954,0.0048710820,0.0035788834,0.0131913451,0.0000005823,0.0000000001
ISIC_0068759,0.0017424100,0.0720398873,0.2713541985,0.6546940207,0.0000356977,0.0000000000,0.0000000000,0.0001337952,0.0000000000
ISIC_0055635,0.0000012591,0.9870545268,0.0129306233,0.0000000002,0.0000021469,0.0000000006,0.0000115061,0.0000000000,0.0000000000
ISIC_0055078,0.2731179893,0.0010015722,0.0107442159,0.0000000013,0.7151361108,0.0000000000,0.0000000027,0.0000000000,0.0000000000
ISIC_0053680,0.5311982632,0.0809560344,0.0015642106,0.0000000000,0.3862814903,0.0000000000,0.0000000038,0.0000000010,0.0000000000
ISIC_0063307,0.0000000008,0.9051268697,0.0000005577,0.0000000000,0.0383571088,0.0000169698,0.0564985052,0.0000000000,0.0000000000
ISIC_0053705,0.0188894253,0.9003660679,0.0000000001,0.0000000026,0.0001594092,0.0000000001,0.0805850998,0.0000000000,0.0000000000
ISIC_0034609,0.0004181992,0.9995592237,0.0000000627,0.0000000000,0.0000225515,0.0000000000,0.0000000001,0.0000000000,0.0000000000
ISIC_0058167,0.0000389784,0.0678301528,0.0027869532,0.8646960855,0.0646478310,0.0000000000,0.0000000020,0.0000000000,0.0000000000
ISIC_0069182,0.1669259071,0.8319407701,0.0000031061,0.0000000000,0.0006936585,0.0000000000,0.0004365439,0.0000000000,0.0000000000
ISIC_0070753,0.0004876365,0.0176915023,0.9752898216,0.0001785406,0.0008155506,0.0000295828,0.0055053025,0.0000020747,0.0000000003
ISIC_0069912,0.0000418646,0.0000178621,0.0000000074,0.0001543769,0.0008631457,0.0000000000,0.0000000000,0.9989227653,0.0000000000
ISIC_0066538,0.9682571292,0.0257319137,0.0001088942,0.0000000666,0.0000550243,0.0058467346,0.0000002091,0.0000000001,0.0000000000
ISIC_0034741,0.0000000117,0.0000001399,0.0083241472,0.5801966190,0.4114790857,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0057200,0.0012056956,0.8108074069,0.0195562616,0.1538938880,0.0076608309,0.0000000005,0.0068759061,0.0000000000,0.0000000004
ISIC_0061383,0.0001301633,0.9917486906,0.0000000001,0.0000000000,0.0081211701,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0072354,0.0850752965,0.0000000309,0.0000000079,0.2116172463,0.7033075094,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0034726,0.0048528034,0.0000000000,0.8524127007,0.0000000005,0.1427344978,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0035674,0.9813852310,0.0001678879,0.0182553586,0.0000000052,0.0001900611,0.0000000313,0.0000000004,0.0000013054,0.0000000000
ISIC_0057049,0.0000008854,0.9999876022,0.0000000000,0.0000000000,0.0000114323,0.0000000000,0.0000000777,0.0000000000,0.0000000000
ISIC_0034501,0.9271012545,0.0348479487,0.0000085939,0.0000000657,0.0380421355,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0063643,0.0022759931,0.0033540050,0.0021726419,0.0000000037,0.0000002425,0.0348857306,0.9573109746,0.0000004327,0.0000000000
ISIC_0064513,0.9478293061,0.0479236282,0.0034616149,0.0000119598,0.0007733895,0.0000000000,0.0000000074,0.0000000000,0.0000000000
ISIC_0066036,0.0782964081,0.0820163414,0.0000001262,0.0000000012,0.6890452504,0.0000000039,0.0000188157,0.1506229490,0.0000000000
ISIC_0072702,0.0342929140,0.9112465978,0.0001086414,0.0000000000,0.0543487333,0.0000000116,0.0000031558,0.0000000000,0.0000000000
ISIC_0055685,0.0005031545,0.0000000647,0.4644589424,0.5291820168,0.0048843604,0.0000000000,0.0000000001,0.0009714316,0.0000000000
ISIC_0062051,0.0000475744,0.9999521971,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000002668,0.0000000000,0.0000000000
ISIC_0060368,0.0618246645,0.0000530838,0.0793806016,0.0004867500,0.8582549691,0.0000000000,0.0000000118,0.0000000000,0.0000000000
ISIC_0072470,0.0038305062,0.9953597188,0.0000000008,0.0000000000,0.0008098304,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0072725,0.0023131357,0.9976287484,0.0000078190,0.0000000000,0.0000503796,0.0000000000,0.0000000002,0.0000000000,0.0000000000
ISIC_0056735,0.0000001335,0.0000002593,0.0000026350,0.0000000000,0.9999970198,0.0000000000,0.0000000119,0.0000000000,0.0000000000
ISIC_0065177,0.0003117947,0.9837929606,0.0000000000,0.0000000000,0.0152776167,0.0006169022,0.0000006792,0.0000000000,0.0000000000
ISIC_0066273,0.0310158748,0.0130976187,0.1164650321,0.6755860448,0.0565510467,0.0000000018,0.0000000000,0.1072844043,0.0000000000
ISIC_0072154,0.0000000000,0.0000000000,0.9999682903,0.0000183686,0.0000006504,0.0000000000,0.0000000120,0.0000127909,0.0000000000
ISIC_0070239,0.9998154044,0.0000000007,0.0000001605,0.0000000000,0.0001845168,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0062910,0.8567256927,0.0026463717,0.0001585523,0.0000009979,0.1404358447,0.0000000000,0.0000316885,0.0000008201,0.0000000005
ISIC_0060767,0.0006643108,0.0131636569,0.0000032353,0.0000000095,0.9861686826,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0055093,0.0255221296,0.8823779225,0.0000000099,0.0000000000,0.0920999050,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0067765,0.0000025519,0.0000076491,0.9999635220,0.0000000000,0.0000217150,0.0000000000,0.0000000000,0.0000045051,0.0000000000
ISIC_0064726,0.0007169799,0.0000000122,0.8211264610,0.0000026756,0.1781538874,0.0000000000,0.0000000000,0.0000000227,0.0000000000
ISIC_0035396,0.0112966336,0.0000000004,0.9887032509,0.0000001074,0.0000000003,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0069233,0.0000555783,0.9999438524,0.0000000943,0.0000000000,0.0000004373,0.0000000000,0.0000000003,0.0000000000,0.0000000000
ISIC_0054177,0.0000091012,0.0012899229,0.9352564812,0.0000000000,0.0634403080,0.0000000007,0.0000006555,0.0000034680,0.0000000000
ISIC_0057588,0.0000000286,0.9998736382,0.0000000000,0.0000000000,0.0000012322,0.0001250278,0.0000000000,0.0000000000,0.0000000000
ISIC_0069346,0.0168801658,0.0000386618,0.0207390282,0.9298025370,0.0071811001,0.0000000399,0.0000163479,0.0253421608,0.0000000027
ISIC_0034735,0.0464048684,0.0000014405,0.0002009949,0.7926197648,0.1602090597,0.0000000000,0.0001039614,0.0004599338,0.0000000000
ISIC_0054371,0.9994646907,0.0000144238,0.0003622661,0.0000000000,0.0001586388,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0058048,0.0005446556,0.9994552732,0.0000000000,0.0000000000,0.0000000000,0.0000001320,0.0000000000,0.0000000000,0.0000000000
ISIC_0034549,0.0000000005,0.0000000000,0.0000229716,0.0000000091,0.9999769926,0.0000000000,0.0000000009,0.0000000000,0.0000000000
ISIC_0035215,0.0000556236,0.4151155353,0.0000007568,0.0000000000,0.5848280787,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0066976,0.0000000093,0.0000004484,0.0000000008,0.0000000449,0.9999946356,0.0000000000,0.0000000000,0.0000048334,0.0000000000
ISIC_0061682,0.0528721474,0.0335933715,0.0000000057,0.9135344625,0.0000000001,0.0000000000,0.0000000001,0.0000000000,0.0000000000
ISIC_0035826,0.7640481591,0.2327077389,0.0000291364,0.0000086916,0.0032062312,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0065634,0.0548520349,0.0010089761,0.0851260871,0.4752155244,0.1999436021,0.0000000014,0.0203456301,0.1635077447,0.0000003254
ISIC_0057002,0.1095374599,0.8897444010,0.0000488640,0.0002184649,0.0004508312,0.0000000075,0.0000000000,0.0000000816,0.0000000000
ISIC_0035376,0.9999678135,0.0000043655,0.0000000000,0.0000000000,0.0000277955,0.0000000000,0.0000000000,0.0000000001,0.0000000000
ISIC_0054875,0.1261822283,0.8734009266,0.0000008062,0.0000000103,0.0003991468,0.0000002939,0.0000165940,0.0000000000,0.0000000000
ISIC_0070454,0.0082410742,0.9914389849,0.0000012862,0.0000004534,0.0003181072,0.0000000000,0.0000000086,0.0000000002,0.0000000000
ISIC_0056856,0.0357185304,0.9642546177,0.0000000000,0.0000000000,0.0000268761,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0070861,0.7954061627,0.0124098873,0.1715099216,0.0007298019,0.0198074207,0.0000298070,0.0000000369,0.0001070233,0.0000000000
ISIC_0064872,0.9999363422,0.0000195190,0.0000001123,0.0000000000,0.0000438139,0.0000000000,0.0000000732,0.0000000000,0.0000000000
ISIC_0058356,0.8375606537,0.0516557582,0.0000000243,0.0000000000,0.1107836068,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0055339,0.7536284328,0.2463702559,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000013620,0.0000000000,0.0000000000
ISIC_0069647,0.0006491090,0.3502356410,0.5560621023,0.0000000002,0.0009997368,0.0003574793,0.0916959941,0.0000000000,0.0000000000
ISIC_0055793,0.0017062559,0.9982936978,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0065042,0.0000000091,0.9984329343,0.0000564910,0.0000000012,0.0011037041,0.0000000000,0.0004067901,0.0000000000,0.0000000000
ISIC_0034826,0.0000291434,0.9997803569,0.0000844995,0.0000965722,0.0000094858,0.0000000000,0.0000000132,0.0000000000,0.0000000000
ISIC_0062085,0.0000001524,0.0000018244,0.0547980256,0.0019135276,0.9412598014,0.0000000000,0.0000000000,0.0020266736,0.0000000000
ISIC_0061965,0.9999941587,0.0000058447,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0069958,0.0000000000,0.0000001691,0.9995391369,0.0000000000,0.0004602925,0.0000000000,0.0000004703,0.0000000020,0.0000000000
ISIC_0061162,0.2564814389,0.7210249305,0.0055849799,0.0000000345,0.0169086102,0.0000000003,0.0000000000,0.0000000228,0.0000000000
ISIC_0068135,0.0005613426,0.9994163513,0.0000000000,0.0000000000,0.0000223612,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0035977,0.0354435220,0.5180504918,0.0000000945,0.0000000000,0.4465058744,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0054337,0.9999998808,0.0000001735,0.0000000000,0.0000000000,0.0000000008,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0035524,0.0000415328,0.9386184812,0.0222306829,0.0000000078,0.0390486233,0.0000000000,0.0000607023,0.0000000000,0.0000000000
ISIC_0061958,0.0000983659,0.9998795986,0.0000000000,0.0000000000,0.0000220466,0.0000000000,0.0000000003,0.0000000000,0.0000000000
ISIC_0034665,0.0000019951,0.0000000483,0.4637525976,0.5362086296,0.0000367013,0.0000000000,0.0000000000,0.0000000005,0.0000000000
ISIC_0068608,0.0914136767,0.2910707295,0.0838121399,0.4941032231,0.0395690836,0.0000000000,0.0000000003,0.0000311314,0.0000000000
ISIC_0034830,0.0000016784,0.0030575518,0.9863552451,0.0000001013,0.0000040966,0.0000000000,0.0000000002,0.0105812997,0.0000000000
ISIC_0058469,0.0169131178,0.9830501676,0.0000000001,0.0000000000,0.0000367203,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0072277,0.9999210835,0.0000788698,0.0000000000,0.0000000000,0.0000000013,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0062453,0.0530803651,0.9468361735,0.0000000001,0.0000000000,0.0000834066,0.0000000000,0.0000000002,0.0000000000,0.0000000000
ISIC_0065745,0.0259440299,0.0026559127,0.0006305372,0.8966895938,0.0740786940,0.0000000000,0.0000000000,0.0000012825,0.0000000000
ISIC_0063193,0.0000043544,0.0007655387,0.0158247985,0.9802269936,0.0031783939,0.0000000000,0.0000000192,0.0000000002,0.0000000000
ISIC_0035836,0.0005461620,0.8643598557,0.1350808293,0.0000000002,0.0000130008,0.0000000003,0.0000001330,0.0000000000,0.0000000000
ISIC_0035579,0.9999998808,0.0000000073,0.0000000015,0.0000000017,0.0000001623,0.0000000000,0.0000000001,0.0000000000,0.0000000000
ISIC_0072334,0.0000000032,0.0194976684,0.0892754346,0.1071488634,0.7840769291,0.0000000000,0.0000010440,0.0000000000,0.0000000000
ISIC_0072291,0.0003734592,0.0059676734,0.9271822572,0.0000012253,0.0664729998,0.0000000000,0.0000024863,0.0000000237,0.0000000000
ISIC_0061415,0.0000453906,0.9986683130,0.0000000239,0.0000000174,0.0012863089,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0062594,0.0013909659,0.0175323375,0.9768145680,0.0000006783,0.0002779343,0.0000177405,0.0039657727,0.0000000361,0.0000000000
ISIC_0057194,0.9999899864,0.0000015978,0.0000000000,0.0000000002,0.0000084253,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0036052,0.0328097716,0.0000472440,0.0027922613,0.0000536500,0.0250169076,0.0000000000,0.0000000000,0.9392802119,0.0000000000
ISIC_0035047,0.9865599871,0.0134246629,0.0000038088,0.0000000000,0.0000114912,0.0000000000,0.0000000296,0.0000000000,0.0000000000
ISIC_0070591,0.0020576008,0.5185467005,0.4613339603,0.0000000053,0.0180461649,0.0000151933,0.0000000894,0.0000002480,0.0000000000
ISIC_0035765,0.0000093728,0.0114601059,0.9884610176,0.0000000023,0.0000682837,0.0000003075,0.0000000001,0.0000009776,0.0000000000
ISIC_0035608,0.0000000000,0.0000040301,0.0000352672,0.0000000014,0.9999606609,0.0000000000,0.0000000012,0.0000000000,0.0000000000
ISIC_0071224,0.0006698362,0.0000002460,0.0556431562,0.9094976783,0.0341891237,0.0000000000,0.0000000000,0.0000000010,0.0000000000
ISIC_0063554,0.0002238848,0.9997760653,0.0000000018,0.0000000002,0.0000000050,0.0000000000,0.0000000186,0.0000000000,0.0000000000
ISIC_0063423,0.1119238809,0.0000001520,0.0034975302,0.0001077595,0.0200688504,0.0000000000,0.0000000000,0.8644018769,0.0000000000
ISIC_0064539,0.0000006165,0.0000125034,0.9470332861,0.0490742177,0.0038794139,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0034905,0.3074212670,0.6872686744,0.0000005391,0.0000000000,0.0053095599,0.0000000000,0.0000000052,0.0000000000,0.0000000000
ISIC_0066902,0.0911593288,0.9078258872,0.0001731199,0.0000001238,0.0008396216,0.0000000000,0.0000019055,0.0000000000,0.0000000000
ISIC_0055333,0.0000076996,0.0000046746,0.0000000000,0.0000000000,0.0000241615,0.0000000000,0.0000000000,0.9999635220,0.0000000000
ISIC_0064568,0.0013233427,0.9765840769,0.0008565330,0.0093903868,0.0118326917,0.0000000001,0.0000130085,0.0000000002,0.0000000000
ISIC_0068311,0.0005988897,0.0015050538,0.3136556447,0.4889357388,0.0014939269,0.0000000000,0.1938107312,0.0000000022,0.0000000000
ISIC_0035948,0.0000000000,0.0001225825,0.9233947396,0.0000048298,0.0000090576,0.0000000000,0.0000000003,0.0764688253,0.0000000000
ISIC_0064828,0.0000000412,0.0008846707,0.0813292637,0.0000000000,0.0000025207,0.0000000000,0.9177835584,0.0000000000,0.0000000000
ISIC_0061442,0.9799598455,0.0002260427,0.0000001312,0.0011039004,0.0187100060,0.0000000000,0.0000000000,0.0000000009,0.0000000000
ISIC_0035484,0.9429836273,0.0000002717,0.0000000005,0.0000000603,0.0568033308,0.0000000000,0.0000000001,0.0002126409,0.0000000000
ISIC_0035586,0.0025207985,0.9974755645,0.0000000018,0.0000000003,0.0000010412,0.0000000001,0.0000026227,0.0000000004,0.0000000000
ISIC_0056561,0.0001995597,0.9813932776,0.0184049457,0.0000000063,0.0000023021,0.0000000210,0.0000000000,0.0000000000,0.0000000000
ISIC_0034657,0.0000011305,0.0008299936,0.9990799427,0.0000000071,0.0000888779,0.0000000000,0.0000000096,0.0000000000,0.0000000000
ISIC_0062415,0.0008149316,0.9787526131,0.0003351785,0.0000000000,0.0200972594,0.0000000000,0.0000000002,0.0000000007,0.0000000000
ISIC_0066665,0.1355191320,0.8641772270,0.0000000073,0.0000000000,0.0003036887,0.0000000000,0.0000000000,0.0000000000,0.0000000000
